0,0,0,3.8333740234375e-05
0.05,0,0,0.0003008984375
0.1,0,0,0.000996251220703125
0.15,0,0,0.00231625
0.2,0,0,0.00443649291992188
0.25,0,0,0.0075167578125
0.3,0,0,0.0117014416503906
0.35,0,0,0.01712
0.4,0,0,0.0238873864746094
0.45,0,0,0.0321044921875
0.5,0,0,0.0418585852050781
0.55,0,0,0.05322375
0.6,0,0,0.0662613269042969
0.65,0,0,0.0810203515625
0.7,0,0,0.0975379943847657
0.75,0,0,0.11584
0.8,0,0,0.135941126708984
0.85,0,0,0.1578455859375
0.9,0,0,0.181547481689453
0.95,0,0,0.20703125
1,0,0,0.234272098388672
1.05,0,0,0.2632364453125
1.1,0,0,0.293882359619141
1.15,0,0,0.32616
1.2,0,0,0.36001205444336
1.25,0,0,0.3953741796875
1.3,0,0,0.432175440673829
1.35,0,0,0.470338750000001
1.4,0,0,0.509781307373047
1.45,0,0,0.550415039062501
1.5,0,0,0.592147037353516
1.55,0,0,0.634880000000001
1.6,0,0,0.678512669677735
1.65,0,0,0.722940273437501
1.7,0,0,0.768054962158204
1.75,0,0,0.813746250000001
1.8,0,0,0.859901453857423
1.85,0,0,0.906406132812501
1.9,0,0,0.953144527587892
1.95,0,0,1
2,0,0,1.04685547241211
2.05,0,0,1.0935938671875
2.1,0,0,1.14009854614258
2.15,0,0,1.18625375
2.2,0,0,1.2319450378418
2.25,0,0,1.2770597265625
2.3,0,0,1.32148733032227
2.35,0,0,1.36512
2.4,0,0,1.40785296264648
2.45,0,0,1.4495849609375
2.5,0,0,1.49021869262695
2.55,0,0,1.52966125
2.6,0,0,1.56782455932617
2.65,0,0,1.6046258203125
2.7,0,0,1.63998794555664
2.75,0,0,1.67384
2.8,0,0,1.70611764038086
2.85,0,0,1.7367635546875
2.9,0,0,1.76572790161133
2.95,0,0,1.79296875
3,0,0,1.81845251831055
3.05,0,0,1.8421544140625
3.1,0,0,1.86405887329101
3.15,0,0,1.88416
3.2,0,0,1.90246200561523
3.25,0,0,1.9189796484375
3.3,0,0,1.9337386730957
3.35,0,0,1.94677625
3.4,0,0,1.95814141479492
3.45,0,0,1.9678955078125
3.5,0,0,1.97611261352539
3.55,0,0,1.98288
3.6,0,0,1.98829855834961
3.65,0,0,1.9924832421875
3.69999999999999,0,0,1.99556350708008
3.74999999999999,0,0,1.99768375
3.79999999999999,0,0,1.9990037487793
3.84999999999999,0,0,1.9996991015625
3.89999999999999,0,0,1.99996166625977
3.94999999999999,0,0,2
3.99999999999999,0,4.5562058687192e-05,2
4.04999999999999,0,0.000362786293029714,2
4.09999999999999,0,0.00121864637732489,2
4.14999999999999,0,0.00287503051757782,2
4.19999999999999,0,0.00558877363800952,2
4.24999999999999,0,0.0096116895675652,2
4.29999999999999,0,0.0151906032264223,2
