0,0,0,6.41370259062967e-05,0,-0,-0,0,0,0.005855603656043,0,0,0
0.05,0,0,0.0012868435802379,0,-0,-0,0,0,0.0512788286126596,0,0,0
0.1,0,0,0.00575733312579635,0,-0,-0,0,0,0.130320878850112,0,0,0
0.15,0,0,0.0145334643351103,0,-0,-0,0,0,0.223685731239152,0,0,0
0.2,0,0,0.0285035738886866,0,-0,-0,0,0,0.338692963261483,0,0,0
0.25,0,0,0.0486375134725637,0,-0,-0,0,0,0.467949573840377,0,0,0
0.3,0,0,0.075407399252003,0,-0,-0,0,0,0.604106653154631,0,0,0
0.35,0,0,0.109172586502032,0,-0,-0,0,0,0.747372125104208,0,0,0
0.4,0,0,0.150172136906571,0,-0,-0,0,0,0.892426163032005,0,0,0
0.45,0,0,0.198381249318009,0,-0,-0,0,0,1.0355209394105,0,0,0
0.5,0,0,0.25366380719872,0,-0,-0,0,0,1.17488341325289,0,0,0
0.55,0,0,0.315748199017256,0,-0,-0,0,0,1.30703385080061,0,0,0
0.6,0,0,0.384207087379055,0,-0,-0,0,0,1.4295916292982,0,0,0
0.65,0,0,0.458517444487018,0,-0,-0,0,0,1.54073082024227,0,0,0
0.7,0,0,0.538053399889336,0,-0,-0,0,0,1.63829788037234,0,0,0
0.75,0,0,0.622095851924789,0,-0,-0,0,0,1.72078685780785,0,0,0
0.8,0,0,0.709860173720001,0,-0,-0,0,0,1.78696252135548,0,0,0
0.85,0,0,0.800501274846346,0,-0,-0,0,0,1.83570641149236,0,0,0
0.9,0,0,0.893128544171555,0,-0,-0,0,0,1.86632014838624,0,0,0
0.95,0,0,0.986823447605328,0,-0,-0,0,0,1.87835131363455,0,0,0
1,0,0,1.0806502976921,0,-0,-0,0,0,1.87159187896858,0,0,0
1.05,0,0,1.1736713260189,0,-0,-0,0,0,1.84616173260088,0,0,0
1.1,0,0,1.26496147928898,0,-0,-0,0,0,1.80244144591639,0,0,0
1.15,0,0,1.35362140777739,0,-0,-0,0,0,1.74108753435457,0,0,0
1.2,0,0,1.43879205539598,0,-0,-0,0,0,1.66305179652291,0,0,0
1.25,0,0,1.51966880019203,0,-0,-0,0,0,1.56955836688499,0,0,0
1.3,0,0,1.59551520416737,0,-0,-0,0,0,1.46211325563094,0,0,0
1.35,0,0,1.66567729340089,0,-0,-0,0,0,1.34250742446212,0,0,0
1.4,0,0,1.72959759114255,0,-0,-0,0,0,1.21280977713838,0,0,0
1.45,0,0,1.78682910144708,0,-0,-0,0,0,1.07537141102445,0,0,0
1.5,0,0,1.83704944974747,0,-0,-0,0,0,0.932825468118985,0,0,0
1.55,0,0,1.88007491907085,0,-0,-0,0,0,0.788085248003522,0,0,0
1.6,0,0,1.91587449704982,0,-0,-0,0,0,0.644345813933794,0,0,0
1.65,0,0,1.94458396344318,0,-0,-0,0,0,0.505083577147438,0,0,0
1.7,0,0,1.96651993958982,0,-0,-0,0,0,0.374055876499873,0,0,0
1.75,0,0,1.98219394970702,0,-0,-0,0,0,0.255301516924908,0,0,0
1.8,0,0,1.99232649053093,0,-0,-0,0,0,0.15314052978947,0,0,0
1.85,0,0,1.99786108857315,0,-0,-0,0,0,0.0721741135715709,0,0,0
1.9,0,0,1.999978363515,0,-0,-0,0,0,0.0172847953383785,0,0,0
1.95,0,0,2.00011009245242,0,-0,-0,0,0,-0.00636367274198839,8.08939914597511e-15,2.48092842352314e-14,-5.51845046073744e-17
2,1.64355627787896e-05,-5.77426216064379e-06,1.99988560872436,0.00201489786165604,0.00573474434551272,-1.87442899143304e-06,0.00115444334008989,-0.000405601753977939,0.000421102366045566,0.0613212959369142,0.174538796111167,0.000261053484197766
